# rtl-power-fftw output
# Acquisition start: 2025-03-22 19:37:22 UTC
# Acquisition end: 2025-03-22 19:37:33 UTC
#
# frequency [Hz] power spectral density [dB/Hz]
4.415e+08 -53.3063
4.4150391e+08 -52.835
4.4150781e+08 -53.3699
4.4151172e+08 -53.3393
4.4151562e+08 -53.4002
4.4151953e+08 -53.3154
4.4152344e+08 -53.351
4.4152734e+08 -53.1126
4.4153125e+08 -53.265
4.4153516e+08 -52.3363
4.4153906e+08 -53.2985
4.4154297e+08 -53.1895
4.4154688e+08 -53.2789
4.4155078e+08 -53.0115
4.4155469e+08 -53.2392
4.4155859e+08 -53.0349
4.415625e+08 -53.0618
4.4156641e+08 -53.1035
4.4157031e+08 -52.9483
4.4157422e+08 -52.3258
4.4157812e+08 -52.6293
4.4158203e+08 -52.5885
4.4158594e+08 -52.6637
4.4158984e+08 -52.4523
4.4159375e+08 -52.6413
4.4159766e+08 -52.2113
4.4160156e+08 -52.2603
4.4160547e+08 -52.4023
4.4160938e+08 -52.2627
4.4161328e+08 -52.2739
4.4161719e+08 -52.1605
4.4162109e+08 -51.8974
4.41625e+08 -51.8012
4.4162891e+08 -51.387
4.4163281e+08 -51.1927
4.4163672e+08 -51.4778
4.4164062e+08 -51.4795
4.4164453e+08 -51.5102
4.4164844e+08 -51.3267
4.4165234e+08 -51.3968
4.4165625e+08 -51.2141
4.4166016e+08 -51.281
4.4166406e+08 -51.1379
4.4166797e+08 -51.0497
4.4167188e+08 -50.1319
4.4167578e+08 -50.7169
4.4167969e+08 -50.4835
4.4168359e+08 -50.7345
4.416875e+08 -50.6495
4.4169141e+08 -50.6675
4.4169531e+08 -49.947
4.4169922e+08 -50.5358
4.4170312e+08 -50.5163
4.4170703e+08 -50.4249
4.4171094e+08 -50.2969
4.4171484e+08 -50.2656
4.4171875e+08 -49.746
4.4172266e+08 -49.9283
4.4172656e+08 -49.311
4.4173047e+08 -49.9893
4.4173438e+08 -49.7394
4.4173828e+08 -49.9392
4.4174219e+08 -49.7075
4.4174609e+08 -49.7914
4.4175e+08 -49.8097
4.4175391e+08 -49.7837
4.4175781e+08 -49.7359
4.4176172e+08 -49.6392
4.4176562e+08 -49.0105
4.4176953e+08 -49.2114
4.4177344e+08 -49.3955
4.4177734e+08 -49.2586
4.4178125e+08 -49.3857
4.4178516e+08 -49.4597
4.4178906e+08 -49.2197
4.4179297e+08 -49.2129
4.4179688e+08 -49.4384
4.4180078e+08 -49.3753
4.4180469e+08 -49.3655
4.4180859e+08 -49.3787
4.418125e+08 -49.2286
4.4181641e+08 -48.7371
4.4182031e+08 -48.9692
4.4182422e+08 -48.8019
4.4182812e+08 -49.2374
4.4183203e+08 -49.0144
4.4183594e+08 -49.2646
4.4183984e+08 -48.761
4.4184375e+08 -49.2624
4.4184766e+08 -49.2326
4.4185156e+08 -49.2371
4.4185547e+08 -49.1609
4.4185938e+08 -49.1651
4.4186328e+08 -48.2257
4.4186719e+08 -49.0411
4.4187109e+08 -48.7614
4.41875e+08 -49.094
4.4187891e+08 -49.0253
4.4188281e+08 -49.1162
4.4188672e+08 -48.8543
4.4189062e+08 -49.1758
4.4189453e+08 -49.1735
4.4189844e+08 -49.1265
4.4190234e+08 -49.1383
4.4190625e+08 -49.1627
4.4191016e+08 -48.5019
4.4191406e+08 -48.7867
4.4191797e+08 -48.8426
4.4192188e+08 -49.1227
4.4192578e+08 -48.9928
